fan_id,acquisition_date,market,segment,acquisition_channel,age_group,gender,country_of_origin,email_opt_in,app_downloaded,ticket_purchase_intent,merch_purchase_intent,season_ticket_conversion,predicted_ltv_usd,engagement_score,churn_risk
FAN003484,2026-09-16,Chicago,Lapsed Fan,Social Media,45-54,Female,Argentina,True,True,1,0,1,118.77,20.1,High
FAN003485,2026-07-12,New York,New to Soccer,Social Media,35-44,Non-binary/Other,USA,False,False,0,1,0,75.4,42.0,High
FAN003486,2026-07-13,San Francisco,Casual Viewer,Email Campaign,18-24,Male,USA,True,True,0,0,0,165.39,39.1,Low
FAN003487,2026-07-01,Los Angeles,Lapsed Fan,Partner Referral,45-54,Male,Brazil,True,False,0,0,0,209.05,42.4,High
FAN003488,2026-06-16,Denver,New to Soccer,In-Stadium,35-44,Male,Argentina,True,False,0,1,1,87.21,69.6,Low
FAN003489,2026-06-14,Chicago,Converted Fan,Email Campaign,18-24,Male,Colombia,True,False,0,0,1,292.81,13.8,Medium
FAN003490,2026-07-04,Denver,Lapsed Fan,TV Promotion,35-44,Male,Germany,False,False,0,0,0,220.49,55.5,High
FAN003491,2026-06-19,Other,Casual Viewer,Email Campaign,35-44,Male,Mexico,True,False,0,0,0,164.54,68.5,Medium
FAN003492,2026-07-14,Boston,Casual Viewer,Digital Ad,18-24,Female,USA,True,False,0,0,0,119.32,43.0,Medium
FAN003493,2026-08-30,Dallas,Casual Viewer,Digital Ad,18-24,Male,USA,False,True,0,0,0,112.42,24.2,Low
FAN003494,2026-08-31,New York,Casual Viewer,Social Media,18-24,Male,USA,True,False,0,0,1,94.57,36.2,Medium
FAN003495,2026-07-19,Other,New to Soccer,Social Media,35-44,Male,Mexico,True,False,0,0,1,113.54,32.6,Medium
FAN003496,2026-06-25,Boston,New to Soccer,Social Media,18-24,Male,Mexico,True,True,0,0,0,106.01,74.3,Low
FAN003497,2026-08-25,Los Angeles,Converted Fan,Email Campaign,25-34,Male,Argentina,True,True,1,1,1,500.2,16.0,Medium
FAN003498,2026-09-01,Houston,Lapsed Fan,Social Media,25-34,Male,USA,True,False,0,0,1,225.21,65.8,High
FAN003499,2026-06-25,New York,Casual Viewer,Social Media,25-34,Male,England,True,True,0,0,1,134.19,24.5,Low
FAN003500,2026-07-30,Dallas,Converted Fan,Organic Search,45-54,Female,USA,True,False,1,1,0,393.56,67.1,Low
FAN003501,2026-06-28,New York,Lapsed Fan,Organic Search,25-34,Male,Other,False,False,0,1,1,223.28,83.4,High
FAN003502,2026-08-10,Dallas,New to Soccer,Digital Ad,25-34,Male,USA,True,True,0,0,0,79.73,63.3,High
FAN003503,2026-10-30,Dallas,Converted Fan,Social Media,18-24,Male,Mexico,True,True,0,1,1,320.87,62.3,Low
FAN003504,2026-06-14,Los Angeles,Lapsed Fan,Social Media,18-24,Male,USA,True,False,0,0,0,178.94,51.7,High
FAN003505,2026-09-05,Other,Casual Viewer,Social Media,18-24,Female,England,True,True,0,1,0,140.18,71.1,Low
FAN003506,2026-07-15,Boston,Casual Viewer,Organic Search,55+,Female,Other,True,False,0,0,1,114.49,39.6,Medium
FAN003507,2026-10-16,Houston,Casual Viewer,Partner Referral,25-34,Female,Brazil,True,False,1,0,1,168.52,47.4,High
FAN003508,2026-07-05,Denver,New to Soccer,Organic Search,18-24,Female,USA,True,True,0,1,0,116.68,60.3,High
FAN003509,2026-08-20,Atlanta,Casual Viewer,Social Media,25-34,Male,USA,True,True,0,1,0,123.64,58.0,Medium
FAN003510,2026-06-17,San Francisco,Lapsed Fan,Digital Ad,18-24,Male,USA,True,False,0,0,1,212.63,87.4,High
FAN003511,2026-06-30,New York,Lapsed Fan,Email Campaign,55+,Male,Brazil,True,True,0,0,0,240.33,87.2,Medium
FAN003512,2026-06-17,Houston,Lapsed Fan,Email Campaign,18-24,Male,USA,True,True,0,0,1,223.9,68.4,Medium
FAN003513,2026-10-17,Atlanta,New to Soccer,In-Stadium,55+,Male,Mexico,True,True,0,0,1,96.28,70.6,High
FAN003514,2026-08-13,Miami,Converted Fan,In-Stadium,25-34,Male,USA,True,False,0,1,0,417.69,84.4,High
FAN003515,2026-08-22,Miami,Casual Viewer,Social Media,18-24,Male,England,True,False,0,1,0,158.06,63.4,Medium
FAN003516,2026-09-25,Other,New to Soccer,In-Stadium,35-44,Male,USA,True,True,0,1,0,102.19,55.6,High
FAN003517,2026-06-19,New York,Casual Viewer,Social Media,18-24,Male,Mexico,True,False,0,0,0,129.99,48.6,High
FAN003518,2026-07-02,New York,Casual Viewer,Digital Ad,45-54,Male,Mexico,True,False,0,1,0,156.03,63.6,Low
FAN003519,2026-06-18,Denver,Converted Fan,Social Media,45-54,Male,Argentina,True,True,1,1,1,408.57,61.9,Medium
FAN003520,2026-06-25,New York,Converted Fan,In-Stadium,55+,Male,Other,False,False,1,1,1,389.89,56.9,Low
FAN003521,2026-06-26,Los Angeles,New to Soccer,Social Media,25-34,Male,USA,False,False,0,0,0,74.53,31.4,High
FAN003522,2026-07-06,Other,Converted Fan,Social Media,55+,Male,USA,True,True,0,1,1,395.79,63.5,Medium
FAN003523,2026-06-28,San Francisco,Casual Viewer,Digital Ad,35-44,Female,Mexico,True,False,0,1,0,134.16,56.1,Medium
FAN003524,2026-06-20,Dallas,Casual Viewer,Digital Ad,55+,Female,Other,True,False,0,0,0,133.07,29.7,Medium
FAN003525,2026-06-23,Dallas,Casual Viewer,Social Media,55+,Male,USA,True,True,1,0,0,106.87,38.7,Low
FAN003526,2026-06-22,Los Angeles,Lapsed Fan,Social Media,35-44,Female,Brazil,True,False,0,0,0,215.04,59.7,Medium
FAN003527,2026-10-16,Miami,Casual Viewer,Digital Ad,55+,Male,Argentina,False,False,0,0,0,138.45,52.7,Low
FAN003528,2026-08-02,Dallas,Casual Viewer,Digital Ad,25-34,Male,USA,True,False,0,1,1,137.42,41.4,Medium
FAN003529,2026-10-13,Los Angeles,Lapsed Fan,Email Campaign,35-44,Male,Brazil,True,False,0,0,0,178.71,53.2,Low
FAN003530,2026-07-04,Seattle,Lapsed Fan,Email Campaign,18-24,Male,Brazil,True,False,0,0,1,229.5,100.0,High
FAN003531,2026-06-28,Los Angeles,Lapsed Fan,Partner Referral,25-34,Female,USA,False,False,0,1,1,187.07,31.8,Medium
FAN003532,2026-08-09,New York,Converted Fan,Partner Referral,25-34,Female,Colombia,True,False,0,0,1,384.16,33.6,Medium
FAN003533,2026-06-30,Los Angeles,Casual Viewer,Social Media,35-44,Male,Mexico,True,True,0,0,0,130.16,58.9,Medium
FAN003534,2026-06-29,Chicago,Lapsed Fan,Email Campaign,45-54,Male,Mexico,True,True,0,0,0,224.71,41.3,High
FAN003535,2026-06-26,Denver,New to Soccer,Email Campaign,35-44,Male,Brazil,True,False,0,0,0,100.85,48.3,Medium
FAN003536,2026-06-21,Chicago,Casual Viewer,Digital Ad,25-34,Female,USA,True,False,0,0,0,164.65,38.1,High
FAN003537,2026-06-27,New York,Converted Fan,Social Media,35-44,Female,Colombia,True,True,0,1,0,394.5,32.7,Medium
FAN003538,2026-07-01,Los Angeles,Casual Viewer,Email Campaign,55+,Male,Mexico,True,True,1,0,1,131.27,46.1,Low
FAN003539,2026-07-21,Miami,Casual Viewer,Organic Search,18-24,Male,USA,True,True,0,0,1,164.61,69.7,Low
FAN003540,2026-06-17,New York,Casual Viewer,Digital Ad,55+,Male,USA,True,True,0,0,1,112.58,74.8,Low
FAN003541,2026-06-25,New York,Casual Viewer,Digital Ad,25-34,Male,Mexico,False,True,0,0,0,144.01,64.5,Medium
FAN003542,2026-08-11,San Francisco,Lapsed Fan,Partner Referral,35-44,Female,USA,True,True,0,0,1,252.21,28.6,High
FAN003543,2026-06-22,Boston,Lapsed Fan,Digital Ad,18-24,Male,Argentina,True,True,0,1,0,261.88,36.2,Medium
FAN003544,2026-06-30,Atlanta,Converted Fan,Digital Ad,25-34,Female,USA,True,False,0,0,1,373.2,28.0,High
FAN003545,2026-08-25,Atlanta,Casual Viewer,Social Media,45-54,Female,USA,True,False,0,0,0,155.29,43.3,Low
FAN003546,2026-06-23,Chicago,New to Soccer,Social Media,18-24,Male,Mexico,True,False,0,0,1,78.63,45.6,Medium
FAN003547,2026-06-18,San Francisco,Lapsed Fan,Social Media,25-34,Female,Other,False,True,0,1,1,242.52,54.9,High
FAN003548,2026-07-06,Miami,New to Soccer,Digital Ad,35-44,Male,Brazil,True,False,0,0,0,74.68,33.9,Low
FAN003549,2026-06-29,New York,Casual Viewer,Digital Ad,55+,Male,USA,False,False,0,0,0,145.92,62.9,Low
FAN003550,2026-07-11,Chicago,Lapsed Fan,Organic Search,25-34,Male,Argentina,True,False,0,0,0,225.8,26.1,High
FAN003551,2026-08-10,New York,Casual Viewer,TV Promotion,35-44,Female,USA,True,True,0,0,0,101.93,21.7,High
FAN003552,2026-06-22,New York,Lapsed Fan,TV Promotion,35-44,Female,Mexico,True,False,0,1,1,196.66,43.2,High
FAN003553,2026-07-12,New York,Lapsed Fan,Organic Search,35-44,Female,USA,True,False,0,1,0,219.54,23.8,Low
FAN003554,2026-07-07,Other,Casual Viewer,Partner Referral,25-34,Male,Mexico,True,False,0,0,0,146.77,49.7,Medium
FAN003555,2026-06-22,Atlanta,New to Soccer,Email Campaign,25-34,Female,USA,True,True,0,0,0,94.12,79.7,Low
FAN003556,2026-07-15,Chicago,Converted Fan,Social Media,18-24,Female,USA,True,True,0,1,1,280.27,63.9,Low
FAN003557,2026-06-28,Los Angeles,Converted Fan,Digital Ad,25-34,Male,Mexico,False,False,0,0,1,329.43,66.7,Low
FAN003558,2026-07-07,New York,Casual Viewer,In-Stadium,18-24,Male,Brazil,True,False,0,0,1,146.01,37.3,High
FAN003559,2026-06-18,Chicago,Casual Viewer,Digital Ad,45-54,Male,USA,True,True,0,0,0,158.7,21.4,Medium
FAN003560,2026-07-05,Miami,Casual Viewer,Partner Referral,25-34,Male,USA,True,False,0,0,0,148.04,92.7,High
FAN003561,2026-06-29,Seattle,Converted Fan,Email Campaign,25-34,Female,Other,True,False,0,0,1,406.58,66.4,High
FAN003562,2026-08-14,New York,Converted Fan,Partner Referral,55+,Male,Argentina,True,True,1,1,1,328.58,63.6,Medium
FAN003563,2026-06-16,Chicago,Converted Fan,Digital Ad,18-24,Female,Other,True,True,1,0,0,387.38,48.8,Medium
FAN003564,2026-07-03,Other,New to Soccer,Social Media,25-34,Female,Mexico,False,False,0,0,0,70.87,29.3,Medium
FAN003565,2026-07-05,New York,Casual Viewer,Email Campaign,18-24,Female,USA,True,False,0,0,1,147.84,18.9,Medium
FAN003566,2026-07-28,Chicago,Casual Viewer,Digital Ad,55+,Female,Other,True,False,0,0,1,121.39,39.3,High
FAN003567,2026-07-11,Los Angeles,New to Soccer,Social Media,45-54,Female,USA,True,True,0,0,0,90.17,15.6,Medium
FAN003568,2026-07-20,New York,Casual Viewer,Social Media,35-44,Female,USA,True,False,0,0,0,127.49,38.9,Medium
FAN003569,2026-08-05,Seattle,Casual Viewer,Partner Referral,45-54,Male,Colombia,True,True,0,0,0,158.22,44.5,Low
FAN003570,2026-08-25,San Francisco,Casual Viewer,Social Media,35-44,Male,USA,True,False,0,0,1,162.07,63.6,Medium
FAN003571,2026-06-29,Chicago,New to Soccer,Email Campaign,25-34,Female,Mexico,True,True,0,0,0,97.65,38.8,Low
FAN003572,2026-07-09,Chicago,Converted Fan,Digital Ad,25-34,Male,Other,True,False,0,1,1,430.35,69.4,Low
FAN003573,2026-08-19,Seattle,Converted Fan,Digital Ad,35-44,Male,Other,True,True,0,1,1,446.14,39.2,High
FAN003574,2026-10-25,New York,New to Soccer,Partner Referral,25-34,Male,USA,False,True,0,0,0,92.9,23.8,High
FAN003575,2026-09-02,New York,Converted Fan,Social Media,18-24,Male,Other,False,True,1,0,0,331.3,74.9,Low
FAN003576,2026-07-02,Denver,New to Soccer,Digital Ad,25-34,Male,USA,False,True,1,0,1,103.2,42.7,Medium
FAN003577,2026-06-25,Seattle,Casual Viewer,Digital Ad,18-24,Male,Other,True,True,0,1,0,105.23,75.0,Low
FAN003578,2026-07-07,Boston,Converted Fan,Social Media,18-24,Male,USA,True,False,0,0,1,471.28,48.9,High
FAN003579,2026-07-30,Dallas,New to Soccer,Social Media,35-44,Male,Other,True,False,0,0,0,109.27,20.5,Medium
FAN003580,2026-07-07,Los Angeles,Casual Viewer,Social Media,35-44,Male,Argentina,True,False,0,1,0,106.02,78.7,High
FAN003581,2026-07-06,Other,Casual Viewer,Digital Ad,35-44,Male,Mexico,True,True,0,0,1,145.13,49.5,High
FAN003582,2026-08-18,Houston,Converted Fan,Organic Search,35-44,Female,USA,True,True,0,1,1,379.32,77.1,Medium
FAN003583,2026-07-01,Los Angeles,New to Soccer,Social Media,35-44,Female,Brazil,True,False,0,0,0,102.91,60.6,Medium
FAN003584,2026-08-24,Chicago,Casual Viewer,Partner Referral,25-34,Female,USA,True,False,0,0,0,110.75,36.7,Low
FAN003585,2026-07-03,New York,New to Soccer,Digital Ad,25-34,Female,Other,True,False,0,1,0,102.15,63.5,High
FAN003586,2026-06-30,Los Angeles,Lapsed Fan,Digital Ad,25-34,Female,Brazil,True,True,1,0,0,192.43,84.2,Low
FAN003587,2026-07-05,Los Angeles,Converted Fan,Partner Referral,55+,Non-binary/Other,England,True,True,0,0,1,280.94,50.6,Low
FAN003588,2026-08-03,New York,Casual Viewer,In-Stadium,18-24,Female,USA,False,False,0,0,0,130.09,57.5,Low
FAN003589,2026-06-21,New York,Converted Fan,Email Campaign,35-44,Female,Other,True,False,0,1,0,455.91,30.7,Medium
FAN003590,2026-06-25,Los Angeles,Converted Fan,Digital Ad,18-24,Female,USA,True,True,1,0,0,406.81,60.7,Medium
FAN003591,2026-10-03,New York,Lapsed Fan,Email Campaign,35-44,Female,Brazil,True,True,0,1,0,217.44,61.1,High
FAN003592,2026-06-24,New York,Converted Fan,Organic Search,45-54,Female,England,True,False,0,1,1,324.82,22.3,Medium
FAN003593,2026-07-11,New York,New to Soccer,Organic Search,45-54,Female,Mexico,True,False,0,0,1,81.33,48.7,High
FAN003594,2026-07-12,Los Angeles,Casual Viewer,Social Media,18-24,Male,USA,True,False,0,0,0,166.02,59.2,Medium
FAN003595,2026-07-07,Chicago,New to Soccer,In-Stadium,25-34,Male,Mexico,True,True,0,0,0,73.77,46.5,Medium
FAN003596,2026-07-18,Miami,Converted Fan,Partner Referral,45-54,Male,Other,True,True,1,1,1,384.22,77.1,Low
FAN003597,2026-06-26,Los Angeles,Converted Fan,Social Media,25-34,Female,USA,True,True,1,1,0,322.56,43.6,Medium
FAN003598,2026-07-10,New York,New to Soccer,Social Media,35-44,Male,USA,True,False,0,0,0,100.26,49.8,High
FAN003599,2026-07-02,Other,Lapsed Fan,Social Media,35-44,Male,Argentina,True,True,0,0,1,163.49,20.0,High
FAN003600,2026-07-20,Houston,New to Soccer,Digital Ad,55+,Female,USA,True,False,0,0,0,91.03,53.4,Medium
FAN003601,2026-06-22,Boston,New to Soccer,Email Campaign,55+,Female,USA,True,False,0,0,0,101.68,57.8,Medium
FAN003602,2026-07-11,San Francisco,Lapsed Fan,Email Campaign,35-44,Male,Mexico,True,False,1,0,0,225.38,25.1,Medium
FAN003603,2026-06-24,Los Angeles,Converted Fan,Partner Referral,45-54,Male,USA,True,False,1,1,1,366.86,57.4,Low
FAN003604,2026-06-28,Miami,Casual Viewer,Social Media,35-44,Female,Argentina,True,True,0,1,0,144.05,23.0,High
FAN003605,2026-06-26,Miami,Casual Viewer,Digital Ad,45-54,Male,Argentina,True,False,1,0,0,151.08,49.1,Medium
FAN003606,2026-06-24,Chicago,Casual Viewer,Email Campaign,25-34,Female,Other,True,False,0,0,0,149.67,40.0,Medium
FAN003607,2026-08-15,Dallas,Lapsed Fan,Partner Referral,45-54,Male,Mexico,True,False,0,0,1,243.83,38.3,Low
FAN003608,2026-06-28,Seattle,Lapsed Fan,In-Stadium,18-24,Male,USA,True,True,1,0,0,198.07,45.3,Medium
FAN003609,2026-09-19,Chicago,Lapsed Fan,Partner Referral,25-34,Male,England,False,True,0,0,0,226.17,26.3,Low
FAN003610,2026-10-14,New York,New to Soccer,Email Campaign,25-34,Male,USA,True,False,0,1,0,87.35,48.2,High
FAN003611,2026-07-11,Chicago,New to Soccer,Partner Referral,45-54,Male,USA,True,True,0,0,0,91.45,55.5,Low
FAN003612,2026-06-22,New York,Casual Viewer,Digital Ad,35-44,Male,Brazil,True,True,0,0,0,129.84,22.5,Low
FAN003613,2026-07-02,New York,New to Soccer,Digital Ad,25-34,Female,USA,True,False,0,0,0,73.44,83.2,High
FAN003614,2026-08-09,Chicago,Lapsed Fan,TV Promotion,25-34,Male,USA,False,True,0,0,0,219.1,84.6,Medium
FAN003615,2026-07-01,Los Angeles,New to Soccer,Social Media,25-34,Male,Argentina,False,True,0,0,0,128.34,34.8,High
FAN003616,2026-06-19,Other,New to Soccer,Social Media,55+,Male,Mexico,True,False,0,0,1,93.19,45.7,Low
FAN003617,2026-07-10,Dallas,Converted Fan,Digital Ad,18-24,Male,Mexico,True,True,1,1,1,313.89,44.3,Medium
FAN003618,2026-08-20,Houston,Lapsed Fan,Social Media,55+,Male,Mexico,True,False,0,1,0,222.96,36.1,Low
FAN003619,2026-08-09,New York,New to Soccer,Email Campaign,35-44,Male,Argentina,False,False,0,0,0,115.68,38.7,High
FAN003620,2026-06-24,New York,Casual Viewer,Partner Referral,18-24,Male,USA,True,False,0,0,1,145.59,77.3,Low
FAN003621,2026-07-21,Boston,Converted Fan,Social Media,45-54,Female,Brazil,True,False,1,1,1,393.71,46.6,Medium
FAN003622,2026-06-26,Chicago,Casual Viewer,Organic Search,35-44,Female,Mexico,False,True,0,0,1,164.5,86.1,Medium
FAN003623,2026-06-26,New York,Casual Viewer,Social Media,45-54,Male,USA,False,True,0,0,0,123.89,49.0,Medium
FAN003624,2026-08-28,Seattle,Lapsed Fan,Social Media,18-24,Female,Mexico,True,False,0,0,1,242.72,39.5,Medium
FAN003625,2026-06-27,Los Angeles,Converted Fan,Email Campaign,55+,Female,USA,True,False,0,1,0,369.3,65.3,Medium
FAN003626,2026-06-27,Chicago,Converted Fan,Digital Ad,25-34,Male,Other,False,True,0,0,0,335.14,86.7,Medium
FAN003627,2026-06-11,Other,Casual Viewer,Email Campaign,25-34,Female,USA,True,True,0,0,1,143.33,42.6,Low
FAN003628,2026-08-27,New York,Casual Viewer,Social Media,35-44,Female,USA,True,False,0,0,0,126.83,56.6,Medium
FAN003629,2026-08-08,San Francisco,Casual Viewer,Digital Ad,18-24,Male,Colombia,False,True,1,0,0,134.79,76.0,High
FAN003630,2026-07-16,Other,New to Soccer,Partner Referral,18-24,Male,USA,True,True,0,1,0,104.92,52.7,Medium
FAN003631,2026-08-01,New York,New to Soccer,Organic Search,25-34,Male,Mexico,True,True,0,1,0,87.63,38.4,Low
FAN003632,2026-06-22,Atlanta,New to Soccer,Email Campaign,18-24,Male,Mexico,False,True,0,0,0,82.83,35.9,Medium
FAN003633,2026-07-05,Chicago,Casual Viewer,Social Media,25-34,Male,Colombia,True,True,0,1,1,132.54,38.3,Medium
FAN003634,2026-07-01,Atlanta,New to Soccer,Email Campaign,18-24,Female,Mexico,False,True,1,0,1,97.17,56.6,Low
FAN003635,2026-06-19,Los Angeles,Lapsed Fan,In-Stadium,35-44,Male,USA,True,False,0,0,1,196.14,45.3,Low
FAN003636,2026-07-06,Other,New to Soccer,Social Media,35-44,Male,USA,True,False,1,0,0,91.99,40.5,Medium
FAN003637,2026-09-16,Dallas,Converted Fan,Email Campaign,25-34,Female,USA,True,False,0,0,1,459.3,73.1,Low
FAN003638,2026-06-15,Dallas,Converted Fan,Digital Ad,25-34,Female,Brazil,True,False,0,0,1,430.57,8.3,Low
FAN003639,2026-06-28,Seattle,Converted Fan,Email Campaign,55+,Male,USA,True,False,0,0,1,335.04,56.5,Medium
FAN003640,2026-06-25,Chicago,Converted Fan,Partner Referral,35-44,Male,Colombia,True,False,0,1,1,400.2,55.1,High
FAN003641,2026-06-26,Los Angeles,Casual Viewer,Digital Ad,55+,Male,USA,True,True,0,0,0,171.19,55.7,High
FAN003642,2026-09-10,Los Angeles,Casual Viewer,Email Campaign,25-34,Male,USA,True,False,0,0,0,130.7,48.2,Low
FAN003643,2026-07-06,Los Angeles,Lapsed Fan,Digital Ad,35-44,Female,Other,True,False,0,1,0,180.0,27.8,Low
FAN003644,2026-07-06,Dallas,New to Soccer,Social Media,35-44,Male,Mexico,True,False,0,0,0,81.76,35.7,High
FAN003645,2026-08-02,Seattle,Lapsed Fan,Email Campaign,55+,Male,USA,True,False,0,0,0,172.17,71.6,High
FAN003646,2026-06-23,Houston,New to Soccer,Digital Ad,18-24,Male,Other,True,False,0,0,0,99.8,28.4,Low
FAN003647,2026-07-06,Chicago,Converted Fan,Partner Referral,45-54,Female,Colombia,False,True,0,0,0,339.03,33.9,Medium
FAN003648,2026-07-04,Seattle,Converted Fan,Social Media,35-44,Male,Other,True,True,0,1,1,404.74,77.6,Medium
FAN003649,2026-07-13,Los Angeles,New to Soccer,Email Campaign,45-54,Male,USA,True,False,1,0,1,103.46,53.4,Low
FAN003650,2026-10-31,San Francisco,New to Soccer,Social Media,35-44,Female,Colombia,True,True,0,0,0,99.15,41.7,Low
FAN003651,2026-08-04,New York,Lapsed Fan,Partner Referral,18-24,Male,USA,False,False,1,0,1,257.85,82.4,High
FAN003652,2026-07-03,New York,Converted Fan,Partner Referral,45-54,Male,Other,False,False,0,0,1,346.27,53.6,Medium
FAN003653,2026-08-16,Dallas,Converted Fan,Digital Ad,25-34,Male,Argentina,True,True,1,1,1,318.72,68.7,Low
FAN003654,2026-06-23,New York,Lapsed Fan,Digital Ad,45-54,Male,Argentina,False,False,1,0,0,222.21,54.3,Low
FAN003655,2026-06-14,New York,Casual Viewer,Digital Ad,35-44,Female,Colombia,True,False,0,0,1,78.82,34.9,High
FAN003656,2026-06-25,Dallas,New to Soccer,Social Media,18-24,Male,Mexico,False,False,0,0,0,84.01,56.0,Low
FAN003657,2026-06-30,Chicago,Lapsed Fan,Social Media,25-34,Male,USA,True,False,0,1,1,189.95,59.9,Low
FAN003658,2026-07-08,Miami,Casual Viewer,Digital Ad,55+,Non-binary/Other,USA,True,True,0,0,1,97.37,66.6,Low
FAN003659,2026-07-15,Other,Converted Fan,Digital Ad,35-44,Female,USA,False,True,0,1,1,311.71,27.5,High
FAN003660,2026-09-11,Dallas,Casual Viewer,Social Media,35-44,Non-binary/Other,Mexico,True,True,0,0,0,134.08,36.7,Low
FAN003661,2026-07-08,Miami,Casual Viewer,Social Media,45-54,Female,USA,True,True,0,0,1,151.22,76.5,High
FAN003662,2026-07-07,Chicago,Lapsed Fan,Email Campaign,25-34,Male,USA,False,False,0,0,1,253.72,78.7,Medium
FAN003663,2026-06-16,Dallas,Casual Viewer,Digital Ad,18-24,Female,Brazil,True,True,1,0,0,134.38,35.5,Low
FAN003664,2026-06-14,New York,Converted Fan,Social Media,35-44,Female,Other,True,True,0,0,1,374.9,70.7,Medium
FAN003665,2026-07-10,Miami,Lapsed Fan,Social Media,35-44,Male,USA,False,True,0,0,0,225.38,51.8,Medium
FAN003666,2026-07-04,New York,Casual Viewer,Social Media,55+,Female,Other,True,True,0,0,0,121.75,83.2,High
FAN003667,2026-08-18,Los Angeles,New to Soccer,Partner Referral,18-24,Female,USA,True,False,0,1,0,65.95,63.6,Low
FAN003668,2026-06-23,Miami,Casual Viewer,Social Media,55+,Male,USA,True,True,0,0,0,125.47,68.0,Medium
FAN003669,2026-06-13,Dallas,Lapsed Fan,TV Promotion,35-44,Male,USA,True,True,0,0,1,225.39,67.1,Medium
FAN003670,2026-07-05,Chicago,New to Soccer,Organic Search,45-54,Male,Mexico,False,False,0,0,0,90.0,50.2,Medium
FAN003671,2026-06-26,Chicago,Casual Viewer,Digital Ad,45-54,Female,Mexico,False,False,0,0,1,142.15,29.7,High
FAN003672,2026-06-16,Houston,Casual Viewer,Social Media,45-54,Male,Other,True,True,0,1,0,115.77,100.0,Medium
FAN003673,2026-07-28,Boston,Casual Viewer,Organic Search,18-24,Male,Other,True,True,0,0,0,137.94,46.1,Medium
FAN003674,2026-06-20,New York,Converted Fan,Partner Referral,35-44,Male,Mexico,True,False,0,0,0,507.31,66.0,Low
FAN003675,2026-07-14,Houston,Lapsed Fan,In-Stadium,45-54,Male,Colombia,False,False,0,0,0,233.68,49.4,Medium
FAN003676,2026-06-28,New York,Converted Fan,Partner Referral,18-24,Male,Mexico,False,False,0,1,0,452.07,51.7,Low
FAN003677,2026-06-24,Los Angeles,Casual Viewer,Email Campaign,35-44,Female,USA,False,True,0,0,0,152.01,48.2,Low
FAN003678,2026-07-02,Houston,Lapsed Fan,Email Campaign,25-34,Male,Brazil,True,False,0,1,0,178.15,51.7,Low
FAN003679,2026-08-10,New York,Converted Fan,Digital Ad,18-24,Female,USA,True,False,0,1,1,421.98,55.9,High
FAN003680,2026-07-02,Houston,Converted Fan,Digital Ad,18-24,Female,Mexico,False,False,1,1,0,386.56,52.2,Low
FAN003681,2026-08-01,Other,Converted Fan,Email Campaign,55+,Male,USA,True,True,1,1,1,311.7,91.1,High
FAN003682,2026-06-21,San Francisco,Converted Fan,Digital Ad,35-44,Female,Brazil,True,True,1,0,1,333.88,42.8,Low
